City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,lansing,42.7325,-84.5555,14.03,87,0,0.0,US,1694741404
364,bandarbeyla,9.4942,50.8122,25.85,76,90,8.65,SO,1694741823
365,cifteler,39.3831,31.0392,15.24,30,2,2.01,TR,1694741823
366,mbandaka,0.0487,18.2603,21.7,94,88,1.3,CD,1694741539
367,bardai,11.65,7.2333,20.5,85,100,2.86,NG,1694741824
368,alibag,18.6411,72.8792,26.04,84,98,2.21,IN,1694741795
369,vorkuta,67.5,64.0,10.8,94,100,3.62,RU,1694741824
370,tarauaca,-8.1614,-70.7656,24.87,73,100,0.11,BR,1694741825
371,plast,54.3691,60.8136,10.6,88,81,1.76,RU,1694741825
372,zadonsk,52.3904,38.9261,9.64,74,14,1.67,RU,1694741703
373,sora,41.7157,13.6141,21.41,89,50,1.19,IT,1694741826
374,severnoye,56.3491,78.3619,10.99,86,58,1.88,RU,1694741826
375,choyr,46.3611,108.3611,10.74,63,16,5.59,MN,1694741827
376,zschorlau,50.5667,12.65,12.34,94,7,1.76,DE,1694741827
377,ancud,-41.8697,-73.8203,11.22,96,100,10.61,CL,1694741555
378,idah,7.1065,6.7342,23.62,97,100,2.09,NG,1694741828
379,berdigestyakh,62.0989,126.6992,3.04,98,100,2.41,RU,1694741829
380,nola,40.922,14.5329,23.68,87,10,0.38,IT,1694741829
381,puerto aysen,-45.4,-72.7,7.13,94,100,5.75,CL,1694741829
382,akdepe,42.0551,59.3788,13.05,58,10,3.92,TM,1694741830
383,les anglais,18.3054,-74.2197,27.19,82,39,1.0,HT,1694741830
384,porto novo,6.4965,2.6036,24.45,92,99,2.72,BJ,1694741830
385,brezina,33.0989,1.2608,24.4,39,70,2.43,DZ,1694741831
386,mios,44.6049,-0.9333,18.21,77,0,1.54,FR,1694741831
387,yemetsk,63.4721,41.7941,13.07,85,100,1.8,RU,1694741832
388,bonthe,7.5264,-12.505,24.99,91,97,2.26,SL,1694741833
389,valle aurina - ahrntal,46.9962,11.9799,14.16,95,11,1.93,IT,1694741833
390,selebi-phikwe,-21.979,27.8498,15.01,67,0,2.11,BW,1694741834
391,haimen,23.1935,116.6142,27.94,79,82,3.91,CN,1694741834
392,katsuura,35.1333,140.3,29.09,76,99,2.02,JP,1694741834
393,diapaga,12.0708,1.7889,24.09,88,47,2.21,BF,1694741835
394,maceio,-9.6658,-35.7353,23.69,100,75,0.51,BR,1694741618
395,la'ie,21.6477,-157.9253,30.98,72,9,2.24,US,1694741835
396,yuzhno-kurilsk,44.0306,145.8556,16.98,85,92,5.12,RU,1694741836
397,nguigmi,14.2495,13.1092,28.99,61,100,4.96,NE,1694741836
398,mil'kovo,55.6078,37.7956,12.41,65,54,2.16,RU,1694741837
399,martapura,-3.4167,114.85,29.05,70,37,2.57,ID,1694741837
400,kangding,30.0513,101.9603,18.7,61,0,0.83,CN,1694741837
401,aljezur,37.3191,-8.8033,19.15,94,4,2.24,PT,1694741838
402,medina,24.4686,39.6142,35.24,10,20,1.54,SA,1694741522
403,ceerigaabo,10.6162,47.368,18.21,69,79,6.87,SO,1694741838
404,fatehabad,29.5167,75.45,30.9,63,30,3.54,IN,1694741839
405,erenhot,43.6475,111.9767,23.58,37,100,7.02,CN,1694741839
406,kudahuvadhoo,2.6708,72.8944,28.2,78,100,4.66,MV,1694741839
407,faya-largeau,17.9257,19.1043,32.33,21,40,7.41,TD,1694741840
408,prineville,44.2999,-120.8345,29.39,14,0,4.12,US,1694741840
409,gulma,12.6423,4.3555,26.19,79,100,3.04,NG,1694741840
410,kasama,-10.2129,31.1808,14.76,70,0,1.66,ZM,1694741841
411,katima mulilo,-17.5,24.2667,16.75,55,0,1.16,NA,1694741841
412,nogliki,51.8333,143.1667,18.24,57,37,5.46,RU,1694741841
413,booue,-0.0921,11.9385,22.76,96,84,1.67,GA,1694741842
414,san clemente del tuyu,-36.3569,-56.7235,13.88,69,100,8.42,AR,1694741842
415,port macquarie,-31.4333,152.9167,23.83,42,100,4.82,AU,1694741602
416,santa maria da vitoria,-13.3947,-44.1886,27.5,29,3,1.38,BR,1694741844
417,kingston,17.997,-76.7936,30.53,74,75,4.63,JM,1694741550
418,taulaga,-11.0553,-171.0883,28.17,72,10,3.96,AS,1694741845
419,sampit,-2.5333,112.95,31.37,51,65,2.35,ID,1694741845
420,ouargla,31.9493,5.325,30.04,21,20,4.12,DZ,1694741846
421,luquillo,18.3725,-65.7166,29.45,88,20,3.09,PR,1694741846
422,boyolangu,-8.1181,111.8935,27.64,62,44,5.63,ID,1694741846
423,katabu,-4.9333,122.5167,31.34,44,71,4.18,ID,1694741847
424,conception bay south,47.4999,-52.9981,17.73,98,100,3.49,CA,1694741847
425,kayangel,8.0823,134.7173,27.61,78,86,0.95,PW,1694741847
426,hithadhoo,-0.6,73.0833,28.08,76,9,7.55,MV,1694741848
427,mirnyy,62.5353,113.9611,9.1,83,100,5.19,RU,1694741848
428,zhongshu,24.5167,103.7667,18.9,79,4,1.62,CN,1694741848
429,newcastle west,52.4492,-9.0611,11.92,99,100,2.27,IE,1694741849
430,hailin,44.5833,129.4167,19.46,61,0,2.53,CN,1694741849
431,mossel bay,-34.1831,22.146,18.96,58,100,3.73,ZA,1694741850
432,qarauyl,48.9451,79.255,10.07,78,100,4.61,KZ,1694741850
433,castillos,-34.1667,-53.8333,7.17,87,44,2.05,UY,1694741850
434,banjarmasin,-3.3244,114.591,29.08,48,83,2.48,ID,1694741628
435,fort st. john,56.2499,-120.8529,19.94,28,75,4.12,CA,1694741688
436,ciudad satelite,19.5167,-99.25,19.57,64,59,1.73,MX,1694741852
437,tyuratam,45.6507,63.3156,14.25,52,0,3.52,KZ,1694741853
438,kruisfontein,-34.0033,24.7314,11.12,56,89,3.52,ZA,1694741853
439,ketchikan,55.3422,-131.6461,12.26,94,100,5.66,US,1694741725
440,crane,31.3974,-102.3501,28.41,40,16,5.53,US,1694741854
441,maumere,-8.6199,122.2111,28.59,54,7,1.98,ID,1694741854
442,belyy yar,53.6039,91.3903,8.94,87,0,1.0,RU,1694741856
443,sakhipur,24.3,90.1833,27.78,86,89,5.54,BD,1694741856
444,dodge city,37.7528,-100.0171,18.86,89,100,5.14,US,1694741856
445,kralendijk,12.15,-68.2667,29.99,84,0,7.72,BQ,1694741857
446,praia da vitoria,38.7333,-27.0667,22.14,88,75,5.0,PT,1694741857
447,tonsberg,59.2675,10.4076,14.19,98,75,1.54,NO,1694741566
448,woolgoolga,-30.1106,153.2007,23.91,53,100,4.27,AU,1694741858
449,korla,41.7597,86.1469,22.26,31,9,3.95,CN,1694741858
450,sao felix do xingu,-6.6447,-51.995,29.22,30,100,1.07,BR,1694741858
451,zemio,5.0314,25.1361,20.43,99,100,1.66,CF,1694741858
452,sotnikovskoye,45.0039,43.7772,16.55,47,79,1.27,RU,1694741859
453,quelimane,-17.8786,36.8883,20.97,83,0,1.03,MZ,1694741859
454,truth or consequences,33.1284,-107.2528,26.13,43,0,0.0,US,1694741859
455,rikaze,29.25,88.8833,14.73,49,11,1.59,CN,1694741860
456,ocean city,39.2776,-74.5746,22.21,64,5,5.81,US,1694741448
457,hede,33.7681,120.2517,25.18,77,100,4.07,CN,1694741860
458,turpan,42.9333,89.1667,26.32,30,67,2.8,CN,1694741861
459,prince rupert,54.3161,-130.3201,16.05,64,100,11.83,CA,1694741709
460,letlhakane,-21.4167,25.5833,16.11,54,0,3.55,BW,1694741862
461,brady,31.1352,-99.3351,25.76,78,75,4.12,US,1694741862
462,arkhangel'sk,64.5401,40.5433,8.27,86,100,3.82,RU,1694741863
463,acapulco de juarez,16.8634,-99.8901,29.9,70,100,3.6,MX,1694741863
464,mvurwi,-17.0333,30.85,12.1,76,0,2.0,ZW,1694741864
465,nova vicosa,-17.8919,-39.3719,23.97,88,0,7.19,BR,1694741864
466,abashiri,44.0213,144.2697,21.16,68,40,4.63,JP,1694741864
467,bull savanna,17.8868,-77.5902,26.51,80,41,1.28,JM,1694741865
468,melfort,52.8667,-104.6177,11.07,87,59,2.57,CA,1694741865
469,ouadda,8.0777,22.4007,20.28,99,100,2.11,CF,1694741865
470,oktyabr'sk,53.1672,48.7006,12.73,83,100,1.64,RU,1694741866
471,keflavik,64.0049,-22.5624,8.24,93,0,1.54,IS,1694741866
472,dauphin,51.1494,-100.0502,17.08,45,75,8.23,CA,1694741866
473,detroit lakes,46.8172,-95.8453,17.14,90,0,0.0,US,1694741867
474,ust'-ilimsk,58.0006,102.6619,13.2,51,47,1.17,RU,1694741868
475,yantarnyy,54.8717,19.9381,14.3,69,23,3.25,RU,1694741869
476,yemva,62.59,50.8594,9.74,89,18,2.79,RU,1694741870
477,sedrata,36.1287,7.5338,22.91,51,98,1.59,DZ,1694741870
478,al khafji,28.4391,48.4913,32.92,44,3,9.7,SA,1694741871
479,itamaraca,-7.7478,-34.8256,26.03,82,0,3.5,BR,1694741871
480,enewetak,11.3474,162.3373,29.09,73,39,4.58,MH,1694741871
481,cabedelo,-6.9811,-34.8339,23.37,85,30,5.06,BR,1694741872
482,swift current,50.2834,-107.8014,16.45,29,0,6.17,CA,1694741872
483,gadzhiyevo,69.2551,33.3362,3.87,83,73,1.51,RU,1694741872
484,victorica,-36.2151,-65.4359,17.87,34,1,3.01,AR,1694741873
485,rurrenabaque,-14.4413,-67.5278,22.72,51,65,1.01,BO,1694741873
486,babolsar,36.7025,52.6576,22.84,80,100,3.69,IR,1694741874
487,howrah,22.5892,88.3103,27.0,94,75,2.57,IN,1694741874
488,aldan,58.6031,125.3894,2.09,99,100,2.83,RU,1694741875
489,passagem franca,-6.1797,-43.7836,26.8,35,25,1.52,BR,1694741875
490,srivardhan,18.0333,73.0167,26.07,85,97,1.27,IN,1694741875
491,ola,59.5833,151.2833,9.69,69,3,3.56,RU,1694741876
492,san julian,21.0167,-102.1667,17.51,42,1,2.48,MX,1694741877
493,san pedro pochutla,15.7333,-96.4667,26.51,84,94,1.36,MX,1694741877
494,chibougamau,49.9168,-74.3659,9.79,93,100,2.06,CA,1694741877
495,hassi messaoud,31.6804,6.0729,28.92,24,0,2.06,DZ,1694741878
496,rouissat,31.9243,5.3502,30.04,21,20,4.12,DZ,1694741879
497,sa'dah,16.9402,43.7639,21.01,21,41,2.27,YE,1694741880
498,pandan,14.0453,124.1694,29.37,74,67,0.64,PH,1694741881
499,baie-mahault,16.2674,-61.5854,26.94,83,0,1.54,GP,1694741713
500,okhotsk,59.3833,143.3,11.47,54,38,3.6,RU,1694741882
501,song cau,13.45,109.2167,30.98,60,69,3.03,VN,1694741882
502,krasnyy chikoy,50.3643,108.7512,10.97,97,100,1.82,RU,1694741882
503,extrema,-22.8547,-46.3183,16.01,96,100,1.23,BR,1694741883
504,badiyah,22.45,58.8,26.37,71,75,1.06,OM,1694741883
505,general conesa,-40.1,-64.4333,18.89,41,85,12.74,AR,1694741284
506,nchelenge,-9.3451,28.734,22.0,50,0,2.3,ZM,1694741672
507,prado,-17.3411,-39.2208,23.89,88,4,5.89,BR,1694741885
508,ouro sogui,15.6,-13.3167,29.75,68,8,5.83,SN,1694741885
509,holualoa,19.6228,-155.9522,26.91,81,75,5.14,US,1694741886
510,nsanje,-16.92,35.262,19.84,88,0,1.11,MW,1694741886
511,skovorodino,53.9833,123.9167,10.9,43,0,3.3,RU,1694741886
512,saint-jean-de-monts,46.7833,-2.0667,17.76,67,0,4.68,FR,1694741887
513,broome,42.2506,-75.833,12.21,88,0,2.57,US,1694741888
514,lashio,22.9333,97.75,21.31,97,100,0.09,MM,1694741888
515,andergrove,-21.0833,149.1833,25.91,58,0,7.65,AU,1694741889
516,ephrata,40.1798,-76.1788,18.43,72,0,4.31,US,1694741889
517,la plata,-34.9215,-57.9545,16.69,70,100,5.88,AR,1694741890
518,patigi,8.7333,5.75,23.51,96,100,2.86,NG,1694741890
519,megion,61.0296,76.1136,8.01,78,90,2.2,RU,1694741891
520,shizunai-furukawacho,42.3339,142.3669,22.45,70,82,2.67,JP,1694741891
521,hanceville,34.0607,-86.7675,23.62,61,100,1.08,US,1694741892
522,mboursou lere,9.7639,14.1539,20.72,95,100,1.1,TD,1694741892
523,sitka,57.0531,-135.33,11.94,94,100,4.63,US,1694741892
524,leh,34.1667,77.5833,15.71,52,3,2.01,IN,1694741741
525,kaihua,23.3687,104.28,18.5,87,98,2.2,CN,1694741893
526,caska,41.6506,21.6622,16.29,53,32,1.34,MK,1694741893
527,mar del plata,-38.0023,-57.5575,14.97,64,0,7.6,AR,1694741894
528,andradina,-20.8961,-51.3794,16.46,55,77,2.52,BR,1694741894
529,high wycombe,51.6291,-0.7493,13.54,91,13,1.88,GB,1694741610
530,salalah,17.0151,54.0924,27.05,89,75,1.54,OM,1694741895
531,vung tau,10.346,107.0843,27.47,78,35,5.52,VN,1694741895
532,manismata,-2.4667,111.0333,28.46,67,98,2.78,ID,1694741895
533,gizo,-8.103,156.8419,26.41,83,80,8.75,SB,1694741896
534,bilmak,47.3624,36.6511,14.32,70,14,1.34,UA,1694741896
535,paimio,60.4567,22.6869,5.23,95,12,1.67,FI,1694741897
536,basco,20.4487,121.9702,28.55,73,87,2.5,PH,1694741897
537,ceres,37.5949,-120.9577,31.97,39,0,2.57,US,1694741898
538,san luis de la loma,17.2706,-100.8939,27.94,84,53,1.51,MX,1694741898
539,ulsteinvik,62.3432,5.8487,14.06,77,56,7.15,NO,1694741899
540,tionk essil,12.7856,-16.5217,26.03,92,88,2.25,SN,1694741899
541,soio,-6.1349,12.3689,23.02,91,58,3.0,AO,1694741899
542,camana,-16.6228,-72.7111,17.52,83,53,2.06,PE,1694741900
543,margate,51.3813,1.3862,17.61,82,8,1.79,GB,1694741900
544,una,20.8167,71.0333,26.02,87,42,2.7,IN,1694741450
545,dryden,49.7833,-92.7503,14.16,100,100,3.09,CA,1694741901
546,bubaque,11.2833,-15.8333,27.73,80,98,3.45,GW,1694741901
547,zyryanskoye,56.8306,86.6258,12.87,76,54,1.91,RU,1694741901
548,laojunmiao,39.8333,97.7333,15.31,32,0,3.08,CN,1694741903
549,upington,-28.4478,21.2561,8.21,25,0,0.51,ZA,1694741903
550,utraula,27.3167,82.4167,28.29,81,24,5.35,IN,1694741603
551,tongliao,43.6125,122.2653,26.12,47,0,7.92,CN,1694741904
552,el bosque,17.0667,-92.7333,16.19,99,96,1.0,MX,1694741904
553,boyalik,41.2634,28.6314,18.51,72,53,1.94,TR,1694741905
554,cidreira,-30.1811,-50.2056,11.96,83,74,2.79,BR,1694741905
555,motygino,58.1831,94.7592,12.95,62,67,0.8,RU,1694741905
556,madang,-5.2246,145.7966,28.97,71,100,2.8,PG,1694741906
557,islamkot,24.6997,70.177,28.22,65,98,4.47,PK,1694741906
558,khandyga,62.6667,135.6,6.6,77,100,2.01,RU,1694741907
559,anloga,5.7947,0.8973,24.87,90,100,4.95,GH,1694741907
560,ben lomond,37.0891,-122.0863,25.95,83,17,2.68,US,1694741907
561,mumbwa,-14.9783,27.0619,16.07,69,0,1.95,ZM,1694741908
562,akureyri,65.6835,-18.0878,4.96,93,100,2.0,IS,1694741908
563,remire-montjoly,4.9167,-52.2667,28.02,83,0,2.06,GF,1694741908
564,namibe,-15.1961,12.1522,16.1,94,20,1.39,AO,1694741909
565,ad dabbah,18.05,30.95,31.2,22,3,5.33,SD,1694741909
566,richards bay,-28.783,32.0377,17.54,93,17,1.63,ZA,1694741788
567,baracoa,20.3467,-74.4958,26.93,85,52,1.96,CU,1694741910
568,mccook,40.2019,-100.6257,21.25,65,0,2.06,US,1694741911
569,griffith,41.5284,-87.4237,17.72,75,0,2.06,US,1694741911
570,mugia,43.1041,-9.2179,17.17,79,0,2.13,ES,1694741911
571,fisterra,42.9049,-9.2629,17.08,80,0,1.86,ES,1694741912
572,dire,12.2833,-10.9667,23.78,95,100,0.56,ML,1694741912
573,teshi old town,5.5836,-0.1072,25.31,88,100,3.09,GH,1694741912
574,college,64.8569,-147.8028,12.89,77,75,3.6,US,1694741913
575,puerto leguizamo,-0.1934,-74.7819,22.5,99,95,2.38,CO,1694741913
576,tutoia,-2.7619,-42.2744,26.45,81,15,5.73,BR,1694741913
577,clearwater,27.9659,-82.8001,29.95,76,0,5.66,US,1694741815
578,ploneour-lanvern,47.9,-4.2833,15.16,94,20,3.09,FR,1694741914
579,ad dindar,13.2,34.1667,24.42,83,58,3.52,SD,1694741914
580,forster,-32.1667,152.5167,22.99,49,100,4.16,AU,1694741915
581,alta,69.9689,23.2717,0.59,93,98,2.06,NO,1694741915
582,ibia,-19.4783,-46.5389,21.7,69,97,3.54,BR,1694741915
583,wooster,40.8051,-81.9351,15.16,83,0,2.57,US,1694741916
